"type","city","street","cost","area"
"2er WG","Kaiserslautern Innenstadt","Fabrikstraße","22","22"
"3er WG","Kaiserslautern Innenstadt","Pirmasenserstr.","18","18"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Papiermühlstraße","25","25"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Salzstraße","25","25"
"2er WG","Kaiserslautern West","Spicherer Straße","21","21"
"2er WG","Kaiserslautern Innenstadt","Badstraße","15","15"
"3er WG","Kaiserslautern Innenstadt","Pirmasenserstraße","25","25"
"3er WG","Kaiserslautern Innenstadt","Benzinoring","30","30"
"5er WG","Kaiserslautern Hochspeyer","Trippstadter Straße","18","18"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bermer Str.","25","25"
"1-Zimmer-Wohnung","Kaiserslautern Uni-Wohnstadt","Kurt-Schumacher-Straße","38","38"
"3er WG","Kaiserslautern Innenstadt","Kerststraße","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Papiermühlstr.","25","25"
"2er WG","Kaiserslautern Innenstadt","Kurtschumacherstr.","16","16"
"2er WG","Kaiserslautern Innenstadt","Parkstr.","12","12"
"5er WG","Kaiserslautern Schopp","Hauptstraße,","15","15"
"3er WG","Kaiserslautern Innenstadt","Carl Euler Straße","16","16"
"3er WG","Kaiserslautern Innenstadt","Moltkestraße","16","16"
"4er WG","Kaiserslautern Innenstadt","Schulstraße","20","20"
"3er WG","Kaiserslautern Innenstadt","Pirmasenser Straße","13","13"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Wilhelm-Raabe-Straße","20","20"
"2er WG","Kaiserslautern Innenstadt Ost","Donnersbergstraße","12","12"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Von-der-Goltz-Straße","40","40"
"4er WG","Kaiserslautern Innenstadt","Logenstraße","14","14"
"3er WG","Kaiserslautern Innenstadt","Fruchthallstraße","20","20"
"3er WG","Kaiserslautern Innenstadt","Badstraße","16","16"
"2er WG","Kaiserslautern Kaisersalutern","Flur strasse","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Alex-Müller-Straße","35","35"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","St. Quentin-Ring","34","34"
"3er WG","Kaiserslautern Kaiserslautern","Rosenstraße,","20","20"
"4er WG","Kaiserslautern Innenstadt","Späthstraße","17","17"
"2er WG","Kaiserslautern Innenstadt","Fabrikstraße","22","22"
"3er WG","Kaiserslautern Innenstadt","Blücherstraße","13","13"
"2er WG","Kaiserslautern Innenstadt","Richard Wagner strasse","18","18"
"3er WG","Kaiserslautern Innenstadt","Richard-Wagner","15","15"
"2er WG","Kaiserslautern Innenstadt","Burgstraße","15","15"
"2er WG","Kaiserslautern Innenstadt","Kennelstraße","20","20"
"3er WG","Kaiserslautern Kaiserslautern","Schillerplatz","22","22"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Wilhelm-raabe-str.","30","30"
"2er WG","Kaiserslautern Münchweiler an der Alsenz","Ackerwiese","20","20"
"5er WG","Kaiserslautern Schopp","Hauptstraße","10","10"
"3er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Str.","23","23"
"2er WG","Kaiserslautern Kaiserslautern","Rudolf-Breitscheid-Str.","18","18"
"2er WG","Kaiserslautern Innenstadt","Richard-Wagner-Str","16","16"
"2er WG","Kaiserslautern Innenstadt","Fabrikstraße","22","22"
"5er WG","Kaiserslautern Innenstadt","Ziegelstraße","18","18"
"2er WG","Kaiserslautern Innenstadt","Fackelstraße","22","22"
"4er WG","Kaiserslautern Innenstadt","Pariser Straße","15","15"
"3er WG","Kaiserslautern Innenstadt","Bismarckstraße","13","13"
"3er WG","Kaiserslautern Innenstadt","Schützenstraße","25","25"
"3er WG","Kaiserslautern Innenstadt","Logenstraße","16","16"
"1-Zimmer-Wohnung","Kaiserslautern Mölschbach","Eulentalstr.","48","48"
"3er WG","Kaiserslautern Innenstadt","Ottostrasse","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Uni Wohngebiet","Kurt Schumacher Str.","32","32"
"3er WG","Kaiserslautern Uni-Wohngebiet","Kurt-Schumacher-Str","13","13"
"3er WG","Kaiserslautern Uni-Wohn-Gebiet","Konrad-Adenauer-Straße","14","14"
"3er WG","Kaiserslautern Innenstadt","Eisenbahnstraße","15","15"
"3er WG","Kaiserslautern Stadt Kaiserslautern","Frühlingstraße","15","15"
"2er WG","Kaiserslautern Lämmchesberg","Casimirring","14","14"
"2er WG","Kaiserslautern Innenstadt","Friedenstr.","16","16"
"2er WG","Kaiserslautern Innenstadt","Friedenstr.","16","16"
"3er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße","22","22"
"3er WG","Kaiserslautern Kaiserslautern","Fruchthallstraße","23","23"
"6er WG","Kaiserslautern Innenstadt","Kerststraße","15","15"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Eisenbahnstraße","25","25"
"3er WG","Kaiserslautern Lämmchesberg","Pfaffenbergstr.","16","16"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bremer Str.","25","25"
"3er WG","Kaiserslautern Innenstadt","Pfaffenbergstr.","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Bremerstr.","25","25"
"1-Zimmer-Wohnung","Kaiserslautern nahe Universität","Gerhart-Hauptmann-Straße","24","24"
"1-Zimmer-Wohnung","Kaiserslautern Nähe FH/ Uni/Fraunhofer I...","Wilhelm Raabe Str.","20","20"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Wilhelm Raabe Straße","20","20"
"3er WG","Kaiserslautern Innenstadt","Blücherstraße","13","13"
"5er WG","Kaiserslautern Kaiserslautern","Logenstraße","12","12"
"5er WG","Kaiserslautern Innenstadt","Stärkstr.","15","15"
"3er WG","Kaiserslautern Innenstadt","Richard-Wagnerstr.","14","14"
"3er WG","Kaiserslautern Innenstadt","Beethovenstraße","18","18"
"4er WG","Kaiserslautern Innenstadt","Glockenstr","14","14"
"4er WG","Kaiserslautern Eselsfürth","Eselsfürth","27","27"
"4er WG","Kaiserslautern Eselsfürth","Eselsfürth","38","38"
"4er WG","Kaiserslautern Eselsfürth","Eselsfürth","14","14"
"3er WG","Kaiserslautern Innenstadt","Blücherstraße,","16","16"
"2er WG","Kaiserslautern Einsiedlerhof","Kaiserstraße,","25","25"
"4er WG","Kaiserslautern Innenstadt","Werkstättestraße","15","15"
"3er WG","Kaiserslautern Uniwohngebiet","Am Harzhübel","18","18"
"2er WG","Kaiserslautern Innenstadt","Richard-Wagner-Straße","16","16"
"4er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Str.","15","15"
"3er WG","Kaiserslautern Innenstadt","parkstraße","14","14"
"3er WG","Kaiserslautern Innenstadt","Rosenstraße","13","13"
"2er WG","Kaiserslautern Innenstadt","Turnerstr.","14","14"
"1-Zimmer-Wohnung","Kaiserslautern Innenstadt","Tannenstraße","35","35"
"3er WG","Kaiserslautern Innenstadt","Weberstraße","16","16"
"1-Zimmer-Wohnung","Kaiserslautern Kaiserslautern","Carl-Euler-Strasse,","29","29"
"3er WG","Kaiserslautern Uniwohnstadt","Konrad-Adenauer-str.","17","17"
"4er WG","Kaiserslautern Innenstadt","Mannheimer Str.","16","16"
"3er WG","Kaiserslautern Innenstadt","Mainzerstraße","13","13"
"3er WG","Kaiserslautern Innenstadt","Rudolf-Breitscheid-Straße","23","23"
"2er WG","Kaiserslautern Innenstadt","Gerhart-Hauptmann-Straße","16","16"
"3er WG","Kaiserslautern Innenstadt","Pariser Straße","18","18"
